Order,Site,BIDS_subID,BIDS_session,BIDS_run,data_to_nifti,filter_count_runs_per_sub,filter_count_runs_per_session,Original_ID,Original_data_structure (subID to nifti),"Modality (T1w, T2w, T2*w, BOLD, etc)",Sex,Age(Years),Age(Weeks),Age(Days),DOB,Date of Scan,Experimental_Condition,Species,"Usage (PRIME1, UWMadison, PRIME2, BrainCharts)",Path to Raw Data Folder (ACCESS),Path to Raw Data Folder (Server),Notes,,JSON,Longitudinal_ID
2853,site-OHSUwsd,209002,003,1,sub-209002/ses-003/fmap/sub-209002_ses-003_acq-01_phase.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20160321/fmap/sub-33464_ses-20160321_acq-01_phase.nii.gz,phase,M,1.78,92.7142857,649,,,,Japanese_Macaques,,,,,,,
2854,site-OHSUwsd,209002,003,1,sub-209002/ses-003/fmap/sub-209002_ses-003_acq-01_magnitude.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20160321/fmap/sub-33464_ses-20160321_acq-01_magnitude.nii.gz,magnitude,M,1.78,92.7142857,649,,,,Japanese_Macaques,,,,,,,
2855,site-OHSUwsd,209002,004,1,sub-209002/ses-004/anat/sub-209002_ses-004_run-1_T1w.nii.gz,,1,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/anat/sub-33464_ses-20141020_run-1_T1w.nii.gz,T1w,M,0.36,18.7142857,131,6/11/14,,,Japanese_Macaques,,,,,,,
2856,site-OHSUwsd,209002,004,2,sub-209002/ses-004/anat/sub-209002_ses-004_run-2_T1w.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/anat/sub-33464_ses-20141020_run-2_T1w.nii.gz,T1w,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2857,site-OHSUwsd,209002,004,1,sub-209002/ses-004/anat/sub-209002_ses-004_run-1_T2w.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/anat/sub-33464_ses-20141020_run-1_T2w.nii.gz,T2w,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2858,site-OHSUwsd,209002,004,4,sub-209002/ses-004/anat/sub-209002_ses-004_run-4_T1w.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/anat/sub-33464_ses-20141020_run-4_T1w.nii.gz,T1w,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2859,site-OHSUwsd,209002,004,3,sub-209002/ses-004/anat/sub-209002_ses-004_run-3_T1w.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/anat/sub-33464_ses-20141020_run-3_T1w.nii.gz,T1w,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2860,site-OHSUwsd,209002,004,1,sub-209002/ses-004/func/sub-209002_ses-004_task-REST_run-1_bold.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/func/sub-33464_ses-20141020_task-REST_run-1_bold.nii.gz,bold,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2861,site-OHSUwsd,209002,004,1,sub-209002/ses-004/fmap/sub-209002_ses-004_acq-01_magnitude.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/fmap/sub-33464_ses-20141020_acq-01_magnitude.nii.gz,magnitude,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2862,site-OHSUwsd,209002,004,1,sub-209002/ses-004/fmap/sub-209002_ses-004_acq-01_phase.nii.gz,,0,33464,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-33464/ses-20141020/fmap/sub-33464_ses-20141020_acq-01_phase.nii.gz,phase,M,0.36,18.7142857,131,,,,Japanese_Macaques,,,,,,,
2863,site-OHSUwsd,209003,001,2,sub-209003/ses-001/anat/sub-209003_ses-001_run-2_T2w.nii.gz,,1,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/anat/sub-36727_ses-20171027_run-2_T2w.nii.gz,T2w,M,0.38,19.5714286,137,6/12/17,,,Japanese_Macaques,,,,,,,
2864,site-OHSUwsd,209003,001,1,sub-209003/ses-001/anat/sub-209003_ses-001_run-1_T2w.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/anat/sub-36727_ses-20171027_run-1_T2w.nii.gz,T2w,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2865,site-OHSUwsd,209003,001,3,sub-209003/ses-001/anat/sub-209003_ses-001_run-3_T2w.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/anat/sub-36727_ses-20171027_run-3_T2w.nii.gz,T2w,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2866,site-OHSUwsd,209003,001,1,sub-209003/ses-001/anat/sub-209003_ses-001_run-1_T1w.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/anat/sub-36727_ses-20171027_run-1_T1w.nii.gz,T1w,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2867,site-OHSUwsd,209003,001,2,sub-209003/ses-001/anat/sub-209003_ses-001_run-2_T1w.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/anat/sub-36727_ses-20171027_run-2_T1w.nii.gz,T1w,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2868,site-OHSUwsd,209003,001,3,sub-209003/ses-001/anat/sub-209003_ses-001_run-3_T1w.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/anat/sub-36727_ses-20171027_run-3_T1w.nii.gz,T1w,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2869,site-OHSUwsd,209003,001,1,sub-209003/ses-001/func/sub-209003_ses-001_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/func/sub-36727_ses-20171027_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2870,site-OHSUwsd,209003,001,1,sub-209003/ses-001/func/sub-209003_ses-001_task-REST_run-1_bold.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/func/sub-36727_ses-20171027_task-REST_run-1_bold.nii.gz,bold,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2871,site-OHSUwsd,209003,001,1,sub-209003/ses-001/fmap/sub-209003_ses-001_acq-01_dir-PA_epi.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/fmap/sub-36727_ses-20171027_acq-01_dir-PA_epi.nii.gz,epi,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2872,site-OHSUwsd,209003,001,1,sub-209003/ses-001/fmap/sub-209003_ses-001_acq-01_dir-AP_epi.nii.gz,,0,36727,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36727/ses-20171027/fmap/sub-36727_ses-20171027_acq-01_dir-AP_epi.nii.gz,epi,M,0.38,19.5714286,137,,,,Japanese_Macaques,,,,,,,
2873,site-OHSUwsd,209004,001,2,sub-209004/ses-001/anat/sub-209004_ses-001_run-2_T2w.nii.gz,,1,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/anat/sub-36194_ses-20170522_run-2_T2w.nii.gz,T2w,F,0.36,18.8571429,132,1/10/17,,,Japanese_Macaques,,,,,,,
2874,site-OHSUwsd,209004,001,3,sub-209004/ses-001/anat/sub-209004_ses-001_run-3_T1w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/anat/sub-36194_ses-20170522_run-3_T1w.nii.gz,T1w,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2875,site-OHSUwsd,209004,001,3,sub-209004/ses-001/anat/sub-209004_ses-001_run-3_T2w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/anat/sub-36194_ses-20170522_run-3_T2w.nii.gz,T2w,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2876,site-OHSUwsd,209004,001,2,sub-209004/ses-001/anat/sub-209004_ses-001_run-2_T1w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/anat/sub-36194_ses-20170522_run-2_T1w.nii.gz,T1w,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2877,site-OHSUwsd,209004,001,1,sub-209004/ses-001/anat/sub-209004_ses-001_run-1_T2w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/anat/sub-36194_ses-20170522_run-1_T2w.nii.gz,T2w,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2878,site-OHSUwsd,209004,001,1,sub-209004/ses-001/anat/sub-209004_ses-001_run-1_T1w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/anat/sub-36194_ses-20170522_run-1_T1w.nii.gz,T1w,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2879,site-OHSUwsd,209004,001,1,sub-209004/ses-001/func/sub-209004_ses-001_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/func/sub-36194_ses-20170522_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2880,site-OHSUwsd,209004,001,1,sub-209004/ses-001/func/sub-209004_ses-001_task-REST_run-1_bold.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/func/sub-36194_ses-20170522_task-REST_run-1_bold.nii.gz,bold,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2881,site-OHSUwsd,209004,001,1,sub-209004/ses-001/fmap/sub-209004_ses-001_acq-01_dir-PA_epi.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/fmap/sub-36194_ses-20170522_acq-01_dir-PA_epi.nii.gz,epi,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2882,site-OHSUwsd,209004,001,1,sub-209004/ses-001/fmap/sub-209004_ses-001_acq-01_dir-AP_epi.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170522/fmap/sub-36194_ses-20170522_acq-01_dir-AP_epi.nii.gz,epi,F,0.36,18.8571429,132,,,,Japanese_Macaques,,,,,,,
2883,site-OHSUwsd,209004,002,1,sub-209004/ses-002/anat/sub-209004_ses-002_run-1_T1w.nii.gz,,1,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/anat/sub-36194_ses-20170804_run-1_T1w.nii.gz,T1w,F,0.56,29.4285714,206,1/10/17,,,Japanese_Macaques,,,,,,,
2884,site-OHSUwsd,209004,002,2,sub-209004/ses-002/anat/sub-209004_ses-002_run-2_T1w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/anat/sub-36194_ses-20170804_run-2_T1w.nii.gz,T1w,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2885,site-OHSUwsd,209004,002,3,sub-209004/ses-002/anat/sub-209004_ses-002_run-3_T1w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/anat/sub-36194_ses-20170804_run-3_T1w.nii.gz,T1w,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2886,site-OHSUwsd,209004,002,2,sub-209004/ses-002/anat/sub-209004_ses-002_run-2_T2w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/anat/sub-36194_ses-20170804_run-2_T2w.nii.gz,T2w,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2887,site-OHSUwsd,209004,002,1,sub-209004/ses-002/anat/sub-209004_ses-002_run-1_T2w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/anat/sub-36194_ses-20170804_run-1_T2w.nii.gz,T2w,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2888,site-OHSUwsd,209004,002,3,sub-209004/ses-002/anat/sub-209004_ses-002_run-3_T2w.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/anat/sub-36194_ses-20170804_run-3_T2w.nii.gz,T2w,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2889,site-OHSUwsd,209004,002,1,sub-209004/ses-002/func/sub-209004_ses-002_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/func/sub-36194_ses-20170804_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2890,site-OHSUwsd,209004,002,1,sub-209004/ses-002/func/sub-209004_ses-002_task-REST_run-1_bold.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/func/sub-36194_ses-20170804_task-REST_run-1_bold.nii.gz,bold,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2891,site-OHSUwsd,209004,002,1,sub-209004/ses-002/fmap/sub-209004_ses-002_acq-01_dir-AP_epi.nii.gz,,0,36194,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36194/ses-20170804/fmap/sub-36194_ses-20170804_acq-01_dir-AP_epi.nii.gz,epi,F,0.56,29.4285714,206,,,,Japanese_Macaques,,,,,,,
2892,site-OHSUwsd,209005,001,1,sub-209005/ses-001/anat/sub-209005_ses-001_run-1_T2w.nii.gz,,1,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/anat/sub-31507_ses-20130614_run-1_T2w.nii.gz,T2w,F,0.91,47.5714286,333,7/16/12,,,Japanese_Macaques,,,,,,,
2893,site-OHSUwsd,209005,001,4,sub-209005/ses-001/anat/sub-209005_ses-001_run-4_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/anat/sub-31507_ses-20130614_run-4_T1w.nii.gz,T1w,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2894,site-OHSUwsd,209005,001,2,sub-209005/ses-001/anat/sub-209005_ses-001_run-2_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/anat/sub-31507_ses-20130614_run-2_T1w.nii.gz,T1w,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2895,site-OHSUwsd,209005,001,3,sub-209005/ses-001/anat/sub-209005_ses-001_run-3_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/anat/sub-31507_ses-20130614_run-3_T1w.nii.gz,T1w,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2896,site-OHSUwsd,209005,001,1,sub-209005/ses-001/anat/sub-209005_ses-001_run-1_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/anat/sub-31507_ses-20130614_run-1_T1w.nii.gz,T1w,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2897,site-OHSUwsd,209005,001,1,sub-209005/ses-001/func/sub-209005_ses-001_task-REST_run-1_bold.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/func/sub-31507_ses-20130614_task-REST_run-1_bold.nii.gz,bold,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2898,site-OHSUwsd,209005,001,1,sub-209005/ses-001/fmap/sub-209005_ses-001_acq-01_magnitude.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/fmap/sub-31507_ses-20130614_acq-01_magnitude.nii.gz,magnitude,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2899,site-OHSUwsd,209005,001,1,sub-209005/ses-001/fmap/sub-209005_ses-001_acq-01_phase.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20130614/fmap/sub-31507_ses-20130614_acq-01_phase.nii.gz,phase,F,0.91,47.5714286,333,,,,Japanese_Macaques,,,,,,,
2900,site-OHSUwsd,209005,002,4,sub-209005/ses-002/anat/sub-209005_ses-002_run-4_T1w.nii.gz,,1,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/anat/sub-31507_ses-20140414_run-4_T1w.nii.gz,T1w,F,1.75,91,637,7/16/12,,,Japanese_Macaques,,,,,,,
2901,site-OHSUwsd,209005,002,2,sub-209005/ses-002/anat/sub-209005_ses-002_run-2_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/anat/sub-31507_ses-20140414_run-2_T1w.nii.gz,T1w,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2902,site-OHSUwsd,209005,002,1,sub-209005/ses-002/anat/sub-209005_ses-002_run-1_T2w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/anat/sub-31507_ses-20140414_run-1_T2w.nii.gz,T2w,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2903,site-OHSUwsd,209005,002,1,sub-209005/ses-002/anat/sub-209005_ses-002_run-1_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/anat/sub-31507_ses-20140414_run-1_T1w.nii.gz,T1w,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2904,site-OHSUwsd,209005,002,3,sub-209005/ses-002/anat/sub-209005_ses-002_run-3_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/anat/sub-31507_ses-20140414_run-3_T1w.nii.gz,T1w,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2905,site-OHSUwsd,209005,002,1,sub-209005/ses-002/func/sub-209005_ses-002_task-REST_run-1_bold.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/func/sub-31507_ses-20140414_task-REST_run-1_bold.nii.gz,bold,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2906,site-OHSUwsd,209005,002,1,sub-209005/ses-002/fmap/sub-209005_ses-002_acq-01_magnitude.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/fmap/sub-31507_ses-20140414_acq-01_magnitude.nii.gz,magnitude,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2907,site-OHSUwsd,209005,002,1,sub-209005/ses-002/fmap/sub-209005_ses-002_acq-01_phase.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20140414/fmap/sub-31507_ses-20140414_acq-01_phase.nii.gz,phase,F,1.75,91,637,,,,Japanese_Macaques,,,,,,,
2908,site-OHSUwsd,209005,003,3,sub-209005/ses-003/anat/sub-209005_ses-003_run-3_T1w.nii.gz,,1,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/anat/sub-31507_ses-20150803_run-3_T1w.nii.gz,T1w,F,3.05,159,"1,113.00",7/16/12,,,Japanese_Macaques,,,,,,,
2909,site-OHSUwsd,209005,003,4,sub-209005/ses-003/anat/sub-209005_ses-003_run-4_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/anat/sub-31507_ses-20150803_run-4_T1w.nii.gz,T1w,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2910,site-OHSUwsd,209005,003,2,sub-209005/ses-003/anat/sub-209005_ses-003_run-2_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/anat/sub-31507_ses-20150803_run-2_T1w.nii.gz,T1w,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2911,site-OHSUwsd,209005,003,1,sub-209005/ses-003/anat/sub-209005_ses-003_run-1_T2w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/anat/sub-31507_ses-20150803_run-1_T2w.nii.gz,T2w,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2912,site-OHSUwsd,209005,003,1,sub-209005/ses-003/anat/sub-209005_ses-003_run-1_T1w.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/anat/sub-31507_ses-20150803_run-1_T1w.nii.gz,T1w,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2913,site-OHSUwsd,209005,003,1,sub-209005/ses-003/func/sub-209005_ses-003_task-REST_run-1_bold.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/func/sub-31507_ses-20150803_task-REST_run-1_bold.nii.gz,bold,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2914,site-OHSUwsd,209005,003,1,sub-209005/ses-003/fmap/sub-209005_ses-003_acq-01_magnitude.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/fmap/sub-31507_ses-20150803_acq-01_magnitude.nii.gz,magnitude,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2915,site-OHSUwsd,209005,003,1,sub-209005/ses-003/fmap/sub-209005_ses-003_acq-01_phase.nii.gz,,0,31507,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-31507/ses-20150803/fmap/sub-31507_ses-20150803_acq-01_phase.nii.gz,phase,F,3.05,159,"1,113.00",,,,Japanese_Macaques,,,,,,,
2916,site-OHSUwsd,209006,001,2,sub-209006/ses-001/anat/sub-209006_ses-001_run-2_T1w.nii.gz,,1,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/anat/sub-30155_ses-20140619_run-2_T1w.nii.gz,T1w,M,3.18,166,"1,162.00",4/14/11,,,Japanese_Macaques,,,,,,,
2917,site-OHSUwsd,209006,001,4,sub-209006/ses-001/anat/sub-209006_ses-001_run-4_T1w.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/anat/sub-30155_ses-20140619_run-4_T1w.nii.gz,T1w,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2918,site-OHSUwsd,209006,001,1,sub-209006/ses-001/anat/sub-209006_ses-001_run-1_T2w.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/anat/sub-30155_ses-20140619_run-1_T2w.nii.gz,T2w,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2919,site-OHSUwsd,209006,001,1,sub-209006/ses-001/anat/sub-209006_ses-001_run-1_T1w.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/anat/sub-30155_ses-20140619_run-1_T1w.nii.gz,T1w,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2920,site-OHSUwsd,209006,001,3,sub-209006/ses-001/anat/sub-209006_ses-001_run-3_T1w.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/anat/sub-30155_ses-20140619_run-3_T1w.nii.gz,T1w,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2921,site-OHSUwsd,209006,001,1,sub-209006/ses-001/func/sub-209006_ses-001_task-REST_run-1_bold.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/func/sub-30155_ses-20140619_task-REST_run-1_bold.nii.gz,bold,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2922,site-OHSUwsd,209006,001,1,sub-209006/ses-001/fmap/sub-209006_ses-001_acq-01_phase.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/fmap/sub-30155_ses-20140619_acq-01_phase.nii.gz,phase,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2923,site-OHSUwsd,209006,001,1,sub-209006/ses-001/fmap/sub-209006_ses-001_acq-01_magnitude.nii.gz,,0,30155,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-30155/ses-20140619/fmap/sub-30155_ses-20140619_acq-01_magnitude.nii.gz,magnitude,M,3.18,166,"1,162.00",,,,Japanese_Macaques,,,,,,,
2924,site-OHSUwsd,209007,001,3,sub-209007/ses-001/anat/sub-209007_ses-001_run-3_T2w.nii.gz,,1,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/anat/sub-36195_ses-20170822_run-3_T2w.nii.gz,T2w,M,0.55,28.5714286,200,2/3/17,,,Japanese_Macaques,,,,,,,
2925,site-OHSUwsd,209007,001,3,sub-209007/ses-001/anat/sub-209007_ses-001_run-3_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/anat/sub-36195_ses-20170822_run-3_T1w.nii.gz,T1w,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2926,site-OHSUwsd,209007,001,2,sub-209007/ses-001/anat/sub-209007_ses-001_run-2_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/anat/sub-36195_ses-20170822_run-2_T2w.nii.gz,T2w,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2927,site-OHSUwsd,209007,001,1,sub-209007/ses-001/anat/sub-209007_ses-001_run-1_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/anat/sub-36195_ses-20170822_run-1_T1w.nii.gz,T1w,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2928,site-OHSUwsd,209007,001,1,sub-209007/ses-001/anat/sub-209007_ses-001_run-1_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/anat/sub-36195_ses-20170822_run-1_T2w.nii.gz,T2w,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
